ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;7.2613;830;2025-01-27;2025-03-17
BBAR;1.938174;7740;2025-01-27;2025-03-17
BMA;2.762544;10425;2025-01-27;2025-03-17
BYMA;24.930467;449.5;2025-01-27;2025-03-17
CEPU;11.775447;1535;2025-01-27;2025-03-17
COME;29.499618;169.25;2025-01-27;2025-03-17
CRES;3.418782;1360;2025-01-27;2025-03-17
EDN;3.894743;2075;2025-01-27;2025-03-17
GGAL;9.89907;7320;2025-01-27;2025-03-17
IRSA;2.970928;1715;2025-01-27;2025-03-17
LOMA;2.64114;2745;2025-01-27;2025-03-17
METR;1.614966;2095;2025-01-27;2025-03-17
PAMP;9.734993;4030;2025-01-27;2025-03-17
SUPV;2.609265;3450;2025-01-27;2025-03-17
TGNO4;0.831119;3675;2025-01-27;2025-03-17
TGSU2;2.797495;6820;2025-01-27;2025-03-17
TRAN;1.99133;2245;2025-01-27;2025-03-17
TXAR;15.98939;791;2025-01-27;2025-03-17
VALO;7.921508;353.5;2025-01-27;2025-03-17
YPFD;1.466164;45450;2025-01-27;2025-03-17
