ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;65.398011;151.25;2022-11-09;2022-11-24
BBAR;17.455924;327.5;2022-11-09;2022-11-24
BMA;35.397991;445.75;2022-11-09;2022-11-24
BYMA;33.451196;38.4;2022-11-09;2022-11-24
CEPU;72.249693;170;2022-11-09;2022-11-24
COME;265.684716;18.5;2022-11-09;2022-11-24
CRES;31.298031;187.1;2022-11-09;2022-11-24
GGAL;101.662573;247.5;2022-11-09;2022-11-24
IRSA;30.598098;130.65;2022-11-09;2022-11-24
LOMA;23.950475;428.25;2022-11-09;2022-11-24
MIRG;0.750584;3801;2022-11-09;2022-11-24
PAMP;74.267498;346.6;2022-11-09;2022-11-24
SUPV;25.108545;113.25;2022-11-09;2022-11-24
TECO2;17.4259;288.95;2022-11-09;2022-11-24
TGNO4;7.485375;213.25;2022-11-09;2022-11-24
TGSU2;19.855493;593;2022-11-09;2022-11-24
TRAN;17.934673;120.75;2022-11-09;2022-11-24
TXAR;104.446794;187;2022-11-09;2022-11-24
VALO;71.214397;58.1;2022-11-09;2022-11-24
YPFD;16.395165;2568.4;2022-11-09;2022-11-24
