ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;62.353207;66.5;2021-09-07;2021-09-14
BBAR;15.866635;258.45;2021-09-07;2021-09-14
BMA;31.172726;356.95;2021-09-07;2021-09-14
BYMA;5.705346;840;2021-09-07;2021-09-14
CEPU;82.441673;57.3;2021-09-07;2021-09-14
COME;241.435803;5.15;2021-09-07;2021-09-14
CRES;28.904804;98.8;2021-09-07;2021-09-14
CVH;2.742312;405;2021-09-07;2021-09-14
GGAL;92.383878;200.7;2021-09-07;2021-09-14
LOMA;22.148011;258.75;2021-09-07;2021-09-14
MIRG;0.702669;2931.5;2021-09-07;2021-09-14
PAMP;66.077284;129.25;2021-09-07;2021-09-14
SUPV;22.935876;91.75;2021-09-07;2021-09-14
TECO2;26.263034;193.05;2021-09-07;2021-09-14
TGNO4;6.802188;77.7;2021-09-07;2021-09-14
TGSU2;13.955134;189.05;2021-09-07;2021-09-14
TRAN;16.297784;45.45;2021-09-07;2021-09-14
TXAR;94.256714;99.8;2021-09-07;2021-09-14
VALO;64.916835;24.25;2021-09-07;2021-09-14
YPFD;14.857189;947;2021-09-07;2021-09-14
