ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;64.46115;48.45;2021-05-12;2021-05-17
BBAR;16.40303;164.5;2021-05-12;2021-05-17
BMA;32.246106;251.45;2021-05-12;2021-05-17
BYMA;5.110254;683.5;2021-05-12;2021-05-17
CEPU;72.396056;32.85;2021-05-12;2021-05-17
COME;249.597892;2.87;2021-05-12;2021-05-17
CRES;25.391545;117.85;2021-05-12;2021-05-17
EDN;29.870865;28.05;2021-05-12;2021-05-17
GGAL;95.507051;136.25;2021-05-12;2021-05-17
LOMA;23.180655;209.6;2021-05-12;2021-05-17
MIRG;0.726424;1639.5;2021-05-12;2021-05-17
PAMP;65.945999;95.85;2021-05-12;2021-05-17
SUPV;23.711257;58.4;2021-05-12;2021-05-17
TECO2;20.416388;162.95;2021-05-12;2021-05-17
TGNO4;7.032147;38;2021-05-12;2021-05-17
TGSU2;14.662963;154.05;2021-05-12;2021-05-17
TRAN;16.848754;24.55;2021-05-12;2021-05-17
TXAR;82.075201;57.4;2021-05-12;2021-05-17
VALO;67.111445;26.1;2021-05-12;2021-05-17
YPFD;15.359458;741.45;2021-05-12;2021-05-17
