ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;6.616335;914;2024-11-14;2024-12-20
BBAR;1.76602;6940;2024-11-14;2024-12-20
BMA;3.106655;11375;2024-11-14;2024-12-20
BYMA;22.716081;428.5;2024-11-14;2024-12-20
CEPU;12.696956;1610;2024-11-14;2024-12-20
COME;26.879389;245.25;2024-11-14;2024-12-20
CRES;3.115964;1450;2024-11-14;2024-12-20
EDN;3.548118;2460;2024-11-14;2024-12-20
GGAL;9.782799;7410;2024-11-14;2024-12-20
IRSA;2.5984;1785;2024-11-14;2024-12-20
LOMA;2.406547;2750;2024-11-14;2024-12-20
METR;1.471521;2740;2024-11-14;2024-12-20
PAMP;8.809898;4040;2024-11-14;2024-12-20
SUPV;2.336649;3630;2024-11-14;2024-12-20
TGNO4;0.757297;4145;2024-11-14;2024-12-20
TGSU2;2.995316;6600;2024-11-14;2024-12-20
TRAN;1.814455;2790;2024-11-14;2024-12-20
TXAR;14.569173;912;2024-11-14;2024-12-20
VALO;7.217901;422;2024-11-14;2024-12-20
YPFD;1.616357;49400;2024-11-14;2024-12-20
