ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;38.926835;15.35;2019-05-22;2019-05-23
APBR;21.333737;317.4;2019-05-22;2019-05-23
BMA;20.000488;219.8;2019-05-22;2019-05-23
BYMA;3.677548;283;2019-05-22;2019-05-23
CEPU;72.737851;34;2019-05-22;2019-05-23
COME;71.59452;2.9;2019-05-22;2019-05-23
CRES;14.356178;44.15;2019-05-22;2019-05-23
CVH;3.919998;221;2019-05-22;2019-05-23
EDN;19.87476;41;2019-05-22;2019-05-23
BBAR;9.903032;139.2;2019-05-22;2019-05-23
GGAL;55.358739;117.65;2019-05-22;2019-05-23
PAMP;72.786229;45.85;2019-05-22;2019-05-23
SUPV;14.252175;52.25;2019-05-22;2019-05-23
TGNO4;9.243181;69.9;2019-05-22;2019-05-23
TGSU2;18.155917;112.9;2019-05-22;2019-05-23
TRAN;10.174636;38.4;2019-05-22;2019-05-23
TS;4.506847;585.5;2019-05-22;2019-05-23
TXAR;85.25969;12.7;2019-05-22;2019-05-23
VALO;41.052947;5.92;2019-05-22;2019-05-23
YPFD;7.043325;674.95;2019-05-22;2019-05-23
