ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;61.443637;607;2023-09-01;2023-09-01
BBAR;16.400429;1420.55;2023-09-01;2023-09-01
BMA;28.021641;2047.45;2023-09-01;2023-09-01
BYMA;57.564249;530;2023-09-01;2023-09-01
CEPU;99.369674;550.8;2023-09-01;2023-09-01
COME;249.619752;52.35;2023-09-01;2023-09-01
CRES;28.984268;597.1;2023-09-01;2023-09-01
EDN;32.921673;529.8;2023-09-01;2023-09-01
GGAL;95.515415;1353.3;2023-09-01;2023-09-01
LOMA;22.36408;1004.5;2023-09-01;2023-09-01
MIRG;0.705199;9757.5;2023-09-01;2023-09-01
PAMP;82.425232;1409.95;2023-09-01;2023-09-01
SUPV;24.514686;456.75;2023-09-01;2023-09-01
TECO2;27.937429;884.5;2023-09-01;2023-09-01
TGNO4;7.032762;842;2023-09-01;2023-09-01
TGSU2;27.81648;1924.85;2023-09-01;2023-09-01
TRAN;16.85023;453;2023-09-01;2023-09-01
TXAR;131.973919;608;2023-09-01;2023-09-01
VALO;67.030189;141.5;2023-09-01;2023-09-01
YPFD;15.268652;10886.65;2023-09-01;2023-09-01
