ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;62.135088;25.85;2020-01-02;2020-03-05
BBAR;15.80724;121.1;2020-01-02;2020-03-05
BMA;19.38036;254.9;2020-01-02;2020-03-05
BYMA;5.770192;290;2020-01-02;2020-03-05
CEPU;92.966275;27.95;2020-01-02;2020-03-05
COME;194.274761;2.12;2020-01-02;2020-03-05
CRES;23.181593;40.65;2020-01-02;2020-03-05
EDN;29.384358;20;2020-01-02;2020-03-05
GGAL;88.363725;108.55;2020-01-02;2020-03-05
LOMA;7.844304;96.05;2020-01-02;2020-03-05
MIRG;1.825883;768.5;2020-01-02;2020-03-05
PAMP;99.451921;45.7;2020-01-02;2020-03-05
SUPV;22.749348;45.65;2020-01-02;2020-03-05
TECO2;6.427458;196;2020-01-02;2020-03-05
TGNO4;6.778393;36.9;2020-01-02;2020-03-05
TGSU2;29.267;99.6;2020-01-02;2020-03-05
TRAN;16.240772;25.5;2020-01-02;2020-03-05
TXAR;134.683862;20.45;2020-01-02;2020-03-05
VALO;64.765829;14.65;2020-01-02;2020-03-05
YPFD;13.303519;637.85;2020-01-02;2020-03-05
