ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;7.860824;808;2025-05-26;2025-05-26
BBAR;2.098198;8410;2025-05-26;2025-05-26
BMA;2.405804;10950;2025-05-26;2025-05-26
BYMA;53.92095;218.25;2025-05-26;2025-05-26
CEPU;11.875398;1615;2025-05-26;2025-05-26
COME;31.935231;167.5;2025-05-26;2025-05-26
CRES;3.766684;1400;2025-05-26;2025-05-26
EDN;1.728263;2145;2025-05-26;2025-05-26
GGAL;8.550365;7330;2025-05-26;2025-05-26
LOMA;2.859204;3295;2025-05-26;2025-05-26
METR;1.748304;2310;2025-05-26;2025-05-26
PAMP;10.827077;3815;2025-05-26;2025-05-26
SUPV;2.668461;3685;2025-05-26;2025-05-26
TECO2;2.463171;2440;2025-05-26;2025-05-26
TGNO4;0.89974;3550;2025-05-26;2025-05-26
TGSU2;2.760248;7280;2025-05-26;2025-05-26
TRAN;2.155744;2590;2025-05-26;2025-05-26
TXAR;17.309542;697;2025-05-26;2025-05-26
VALO;8.575542;340;2025-05-26;2025-05-26
YPFD;1.726886;43150;2025-05-26;2025-05-26
