ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;9.517853;918.0;2026-05-06;2026-05-06
BBAR;2.540489;7710.0;2026-05-06;2026-05-06
BMA;2.6661;11440.0;2026-05-06;2026-05-06
BYMA;62.014031;308.75;2026-05-06;2026-05-06
CEPU;11.196906;2271.0;2026-05-06;2026-05-06
COME;86.780453;46.37;2026-05-06;2026-05-06
CRES;4.12043;1708.0;2026-05-06;2026-05-06
ECOG;2.448664;3147.5;2026-05-06;2026-05-06
EDN;2.092574;1891.0;2026-05-06;2026-05-06
GGAL;13.117396;6380.0;2026-05-06;2026-05-06
LOMA;3.461913;3475.0;2026-05-06;2026-05-06
METR;2.11684;1892.0;2026-05-06;2026-05-06
PAMP;10.570555;4925.0;2026-05-06;2026-05-06
SUPV;4.0337;2592.5;2026-05-06;2026-05-06
TGNO4;1.089401;4340.0;2026-05-06;2026-05-06
TGSU2;2.018076;9360.0;2026-05-06;2026-05-06
TRAN;2.610165;4230.0;2026-05-06;2026-05-06
TXAR;20.958323;700.5;2026-05-06;2026-05-06
VALO;14.253502;656.5;2026-05-06;2026-05-06
YPFD;1.247284;64200.0;2026-05-06;2026-05-06
