ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;7.860824;728;2025-05-14;2025-05-19
BBAR;2.098198;8670;2025-05-14;2025-05-19
BMA;2.405804;11200;2025-05-14;2025-05-19
BYMA;26.960475;408;2025-05-14;2025-05-19
CEPU;11.875398;1580;2025-05-14;2025-05-19
COME;31.935231;172.75;2025-05-14;2025-05-19
CRES;3.766684;1375;2025-05-14;2025-05-19
EDN;1.728263;2080;2025-05-14;2025-05-19
GGAL;8.550365;7400;2025-05-14;2025-05-19
LOMA;2.859204;2955;2025-05-14;2025-05-19
METR;1.748304;2360;2025-05-14;2025-05-19
PAMP;10.827077;3960;2025-05-14;2025-05-19
SUPV;2.668461;3790;2025-05-14;2025-05-19
TECO2;2.463171;2660;2025-05-14;2025-05-19
TGNO4;0.89974;3605;2025-05-14;2025-05-19
TGSU2;2.760248;7400;2025-05-14;2025-05-19
TRAN;2.155744;2820;2025-05-14;2025-05-19
TXAR;17.309542;643;2025-05-14;2025-05-19
VALO;8.575542;317.5;2025-05-14;2025-05-19
YPFD;1.726886;43000;2025-05-14;2025-05-19
