ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;61.358076;32.45;2019-11-11;2019-11-13
BBAR;15.609568;83.4;2019-11-11;2019-11-13
BMA;26.161653;188.25;2019-11-11;2019-11-13
BYMA;5.712661;261;2019-11-11;2019-11-13
CEPU;114.652396;25.65;2019-11-11;2019-11-13
COME;191.845318;1.72;2019-11-11;2019-11-13
CRES;23.162434;33.5;2019-11-11;2019-11-13
CVH;2.750498;252.5;2019-11-11;2019-11-13
EDN;30.750636;17.6;2019-11-11;2019-11-13
GGAL;87.25872;88.95;2019-11-11;2019-11-13
LOMA;8.804054;92.6;2019-11-11;2019-11-13
PAMP;105.132044;40.75;2019-11-11;2019-11-13
SUPV;22.464864;38.25;2019-11-11;2019-11-13
TECO2;7.410879;134.55;2019-11-11;2019-11-13
TGNO4;6.693627;38.45;2019-11-11;2019-11-13
TGSU2;21.228708;99.3;2019-11-11;2019-11-13
TRAN;16.037677;20.85;2019-11-11;2019-11-13
TXAR;134.389831;22.25;2019-11-11;2019-11-13
VALO;64.073386;9.77;2019-11-11;2019-11-13
YPFD;11.311644;688;2019-11-11;2019-11-13
