ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;61.358076;34.25;2019-11-11;2019-11-25
BBAR;15.609568;95.05;2019-11-11;2019-11-25
BMA;26.161653;189.5;2019-11-11;2019-11-25
BYMA;5.712661;250;2019-11-11;2019-11-25
CEPU;114.652396;27.75;2019-11-11;2019-11-25
COME;191.845318;1.7;2019-11-11;2019-11-25
CRES;23.162434;40.5;2019-11-11;2019-11-25
CVH;2.750498;241;2019-11-11;2019-11-25
EDN;30.750636;19.2;2019-11-11;2019-11-25
GGAL;87.25872;94.45;2019-11-11;2019-11-25
LOMA;8.804054;98.6;2019-11-11;2019-11-25
PAMP;105.132044;40.1;2019-11-11;2019-11-25
SUPV;22.464864;41.3;2019-11-11;2019-11-25
TECO2;7.410879;140.5;2019-11-11;2019-11-25
TGNO4;6.693627;38.45;2019-11-11;2019-11-25
TGSU2;21.228708;92.5;2019-11-11;2019-11-25
TRAN;16.037677;22.6;2019-11-11;2019-11-25
TXAR;134.389831;23.6;2019-11-11;2019-11-25
VALO;64.073386;10.2;2019-11-11;2019-11-25
YPFD;11.311644;712.9;2019-11-11;2019-11-25
