ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;63.143733;89.9;2022-01-03;2022-01-07
BBAR;16.854216;220.9;2022-01-03;2022-01-07
BMA;34.286685;292.95;2022-01-03;2022-01-07
BYMA;2.749015;1067.5;2022-01-03;2022-01-07
CEPU;100.945764;65.5;2022-01-03;2022-01-07
COME;256.526528;6.39;2022-01-03;2022-01-07
CRES;30.71285;97.85;2022-01-03;2022-01-07
EDN;33.809381;54.8;2022-01-03;2022-01-07
GGAL;98.158249;198;2022-01-03;2022-01-07
LOMA;23.318689;274.6;2022-01-03;2022-01-07
MIRG;0.735422;3810;2022-01-03;2022-01-07
PAMP;62.175337;162.1;2022-01-03;2022-01-07
SUPV;24.369462;82.75;2022-01-03;2022-01-07
TECO2;19.425013;209.55;2022-01-03;2022-01-07
TGNO4;7.227353;91.6;2022-01-03;2022-01-07
TGSU2;17.886364;185.35;2022-01-03;2022-01-07
TRAN;17.316462;52.9;2022-01-03;2022-01-07
TXAR;85.283759;127.75;2022-01-03;2022-01-07
VALO;68.962148;25.95;2022-01-03;2022-01-07
YPFD;15.83002;834.4;2022-01-03;2022-01-07
