ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;6.223799;920.5;2023-12-28;2023-12-29
BBAR;1.661246;1775.25;2023-12-28;2023-12-29
BMA;2.83839;2670;2023-12-28;2023-12-29
BYMA;5.830842;843.5;2023-12-28;2023-12-29
CEPU;10.065432;900.6;2023-12-28;2023-12-29
COME;25.284683;73.4;2023-12-28;2023-12-29
CRES;2.935897;920.7;2023-12-28;2023-12-29
EDN;3.334728;942;2023-12-28;2023-12-29
GGAL;9.675024;1677;2023-12-28;2023-12-29
LOMA;2.26532;1393.55;2023-12-28;2023-12-29
MIRG;0.071432;10390.5;2023-12-28;2023-12-29
PAMP;8.349082;1931.6;2023-12-28;2023-12-29
SUPV;2.483161;779.45;2023-12-28;2023-12-29
TECO2;2.829861;1383;2023-12-28;2023-12-29
TGNO4;0.71237;1804;2023-12-28;2023-12-29
TGSU2;2.817609;2956.15;2023-12-28;2023-12-29
TRAN;1.706807;1210;2023-12-28;2023-12-29
TXAR;13.368006;849;2023-12-28;2023-12-29
VALO;6.789675;225.25;2023-12-28;2023-12-29
YPFD;1.546605;16688.2;2023-12-28;2023-12-29
