ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;6.616335;971;2024-11-14;2024-12-17
BBAR;1.76602;7360;2024-11-14;2024-12-17
BMA;3.106655;12125;2024-11-14;2024-12-17
BYMA;22.716081;431;2024-11-14;2024-12-17
CEPU;12.696956;1735;2024-11-14;2024-12-17
COME;26.879389;254.5;2024-11-14;2024-12-17
CRES;3.115964;1555;2024-11-14;2024-12-17
EDN;3.548118;2665;2024-11-14;2024-12-17
GGAL;9.782799;7900;2024-11-14;2024-12-17
IRSA;2.5984;1915;2024-11-14;2024-12-17
LOMA;2.406547;2935;2024-11-14;2024-12-17
METR;1.471521;3000;2024-11-14;2024-12-17
PAMP;8.809898;4175;2024-11-14;2024-12-17
SUPV;2.336649;3565;2024-11-14;2024-12-17
TGNO4;0.757297;4370;2024-11-14;2024-12-17
TGSU2;2.995316;6860;2024-11-14;2024-12-17
TRAN;1.814455;3035;2024-11-14;2024-12-17
TXAR;14.569173;967;2024-11-14;2024-12-17
VALO;7.217901;419;2024-11-14;2024-12-17
YPFD;1.616357;51200;2024-11-14;2024-12-17
