ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;63.263733;273.5;2023-05-05;2023-05-05
BBAR;16.886246;625.75;2023-05-05;2023-05-05
BMA;32.637149;811.45;2023-05-05;2023-05-05
BYMA;37.496608;335.5;2023-05-05;2023-05-05
CEPU;91.596618;273.75;2023-05-05;2023-05-05
COME;257.014043;28.4;2023-05-05;2023-05-05
CRES;28.795881;281.2;2023-05-05;2023-05-05
EDN;33.885181;204;2023-05-05;2023-05-05
GGAL;98.344795;509.25;2023-05-05;2023-05-05
LOMA;23.026552;573.7;2023-05-05;2023-05-05
MIRG;0.726089;5677.5;2023-05-05;2023-05-05
PAMP;79.795241;623.45;2023-05-05;2023-05-05
SUPV;23.123577;193.85;2023-05-05;2023-05-05
TECO2;26.559171;464.6;2023-05-05;2023-05-05
TGNO4;7.241088;547.5;2023-05-05;2023-05-05
TGSU2;28.28288;1075.25;2023-05-05;2023-05-05
TRAN;17.349371;250.5;2023-05-05;2023-05-05
TXAR;104.585471;324;2023-05-05;2023-05-05
VALO;68.890302;84.5;2023-05-05;2023-05-05
YPFD;15.720943;5202.55;2023-05-05;2023-05-05
