ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;65.895946;194.75;2023-01-05;2023-03-02
BBAR;17.588831;605;2023-01-05;2023-03-02
BMA;31.592436;725.3;2023-01-05;2023-03-02
BYMA;45.151323;300;2023-01-05;2023-03-02
CEPU;69.275407;223;2023-01-05;2023-03-02
COME;267.707616;24.75;2023-01-05;2023-03-02
CRES;30.686134;276;2023-01-05;2023-03-02
EDN;35.29504;168.45;2023-01-05;2023-03-02
GGAL;102.436622;467.1;2023-01-05;2023-03-02
LOMA;23.920876;507;2023-01-05;2023-03-02
MIRG;0.756299;5392.5;2023-01-05;2023-03-02
PAMP;72.631648;481.7;2023-01-05;2023-03-02
SUPV;24.365714;203.6;2023-01-05;2023-03-02
TECO2;24.066709;387.25;2023-01-05;2023-03-02
TGNO4;7.542368;430.5;2023-01-05;2023-03-02
TGSU2;18.617102;805.4;2023-01-05;2023-03-02
TRAN;18.071226;237.75;2023-01-05;2023-03-02
TXAR;109.985513;243.75;2023-01-05;2023-03-02
VALO;71.756616;81.5;2023-01-05;2023-03-02
YPFD;16.375044;4313.2;2023-01-05;2023-03-02
