ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;7.2613;788;2025-01-27;2025-04-10
BBAR;1.938174;7330;2025-01-27;2025-04-10
BMA;2.762544;9760;2025-01-27;2025-04-10
BYMA;24.930467;452.5;2025-01-27;2025-04-10
CEPU;11.775447;1360;2025-01-27;2025-04-10
COME;29.499618;154.25;2025-01-27;2025-04-10
CRES;3.418782;1335;2025-01-27;2025-04-10
EDN;3.894743;1725;2025-01-27;2025-04-10
GGAL;9.89907;6670;2025-01-27;2025-04-10
IRSA;2.970928;1645;2025-01-27;2025-04-10
LOMA;2.64114;2445;2025-01-27;2025-04-10
METR;1.614966;1525;2025-01-27;2025-04-10
PAMP;9.734993;3560;2025-01-27;2025-04-10
SUPV;2.609265;3210;2025-01-27;2025-04-10
TGNO4;0.831119;2740;2025-01-27;2025-04-10
TGSU2;2.797495;6380;2025-01-27;2025-04-10
TRAN;1.99133;1530;2025-01-27;2025-04-10
TXAR;15.98939;744;2025-01-27;2025-04-10
VALO;7.921508;267;2025-01-27;2025-04-10
YPFD;1.466164;37725;2025-01-27;2025-04-10
