ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;62.353207;62.9;2021-09-07;2021-10-05
BBAR;15.866635;245;2021-09-07;2021-10-05
BMA;31.172726;326.7;2021-09-07;2021-10-05
BYMA;5.705346;798.5;2021-09-07;2021-10-05
CEPU;82.441673;61.1;2021-09-07;2021-10-05
COME;241.435803;5.17;2021-09-07;2021-10-05
CRES;28.904804;100.25;2021-09-07;2021-10-05
CVH;2.742312;383;2021-09-07;2021-10-05
GGAL;92.383878;195.7;2021-09-07;2021-10-05
LOMA;22.148011;265.7;2021-09-07;2021-10-05
MIRG;0.702669;3419.5;2021-09-07;2021-10-05
PAMP;66.077284;139.35;2021-09-07;2021-10-05
SUPV;22.935876;90.2;2021-09-07;2021-10-05
TECO2;26.263034;194.95;2021-09-07;2021-10-05
TGNO4;6.802188;90;2021-09-07;2021-10-05
TGSU2;13.955134;200.9;2021-09-07;2021-10-05
TRAN;16.297784;53.5;2021-09-07;2021-10-05
TXAR;94.256714;93.7;2021-09-07;2021-10-05
VALO;64.916835;23.7;2021-09-07;2021-10-05
YPFD;14.857189;947.45;2021-09-07;2021-10-05
