ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;64.026921;49.2;2020-08-24;2020-09-07
BBAR;16.292535;142.25;2020-08-24;2020-09-07
BMA;26.509177;240.55;2020-08-24;2020-09-07
BYMA;6.027362;573.5;2020-08-24;2020-09-07
CEPU;85.921043;30.35;2020-08-24;2020-09-07
COME;200.189866;3.1;2020-08-24;2020-09-07
CRES;25.615255;42.9;2020-08-24;2020-09-07
CVH;2.669259;366.5;2020-08-24;2020-09-07
GGAL;91.054145;129.95;2020-08-24;2020-09-07
LOMA;18.755399;126.35;2020-08-24;2020-09-07
MIRG;1.6798;1192.5;2020-08-24;2020-09-07
PAMP;93.392315;58.6;2020-08-24;2020-09-07
SUPV;23.551531;65.05;2020-08-24;2020-09-07
TECO2;7.854211;167.75;2020-08-24;2020-09-07
TGNO4;6.984776;42.65;2020-08-24;2020-09-07
TGSU2;15.809485;122.2;2020-08-24;2020-09-07
TRAN;16.735256;23.75;2020-08-24;2020-09-07
TXAR;66.98404;37.85;2020-08-24;2020-09-07
VALO;66.653312;25.9;2020-08-24;2020-09-07
YPFD;15.243066;677.15;2020-08-24;2020-09-07
