ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;65.895946;199.5;2023-01-05;2023-01-09
BBAR;17.588831;471.35;2023-01-05;2023-01-09
BMA;31.592436;619.35;2023-01-05;2023-01-09
BYMA;45.151323;244;2023-01-05;2023-01-09
CEPU;69.275407;214.6;2023-01-05;2023-01-09
COME;267.707616;19.85;2023-01-05;2023-01-09
CRES;30.686134;233.5;2023-01-05;2023-01-09
EDN;35.29504;164.9;2023-01-05;2023-01-09
GGAL;102.436622;378;2023-01-05;2023-01-09
LOMA;23.920876;476.9;2023-01-05;2023-01-09
MIRG;0.756299;5427.5;2023-01-05;2023-01-09
PAMP;72.631648;448.55;2023-01-05;2023-01-09
SUPV;24.365714;169.95;2023-01-05;2023-01-09
TECO2;24.066709;372.55;2023-01-05;2023-01-09
TGNO4;7.542368;394.5;2023-01-05;2023-01-09
TGSU2;18.617102;828.3;2023-01-05;2023-01-09
TRAN;18.071226;203;2023-01-05;2023-01-09
TXAR;109.985513;258.5;2023-01-05;2023-01-09
VALO;71.756616;70.4;2023-01-05;2023-01-09
YPFD;16.375044;3249.7;2023-01-05;2023-01-09
