ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;7.896425;678;2025-08-13;2025-08-21
BBAR;2.107701;6210;2025-08-13;2025-08-21
BMA;2.416701;8700;2025-08-13;2025-08-21
BYMA;54.165161;191.5;2025-08-13;2025-08-21
CEPU;11.929181;1465;2025-08-13;2025-08-21
COME;71.996845;52.9;2025-08-13;2025-08-21
CRES;3.783743;1425;2025-08-13;2025-08-21
EDN;1.73609;1615;2025-08-13;2025-08-21
GGAL;8.589089;6090;2025-08-13;2025-08-21
LOMA;2.872153;2720;2025-08-13;2025-08-21
METR;1.756222;1915;2025-08-13;2025-08-21
PAMP;10.876114;3755;2025-08-13;2025-08-21
SUPV;2.680548;2440;2025-08-13;2025-08-21
TECO2;2.474326;2475;2025-08-13;2025-08-21
TGNO4;0.903815;3410;2025-08-13;2025-08-21
TGSU2;2.772749;7460;2025-08-13;2025-08-21
TRAN;2.165508;2610;2025-08-13;2025-08-21
TXAR;17.387938;597;2025-08-13;2025-08-21
VALO;8.61438;348.5;2025-08-13;2025-08-21
YPFD;1.734707;41750;2025-08-13;2025-08-21
