ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;61.358076;35.25;2019-11-11;2019-11-22
BBAR;15.609568;94.15;2019-11-11;2019-11-22
BMA;26.161653;187;2019-11-11;2019-11-22
BYMA;5.712661;244;2019-11-11;2019-11-22
CEPU;114.652396;27.85;2019-11-11;2019-11-22
COME;191.845318;1.72;2019-11-11;2019-11-22
CRES;23.162434;35.2;2019-11-11;2019-11-22
CVH;2.750498;247.5;2019-11-11;2019-11-22
EDN;30.750636;19.45;2019-11-11;2019-11-22
GGAL;87.25872;94.75;2019-11-11;2019-11-22
LOMA;8.804054;98;2019-11-11;2019-11-22
PAMP;105.132044;40.55;2019-11-11;2019-11-22
SUPV;22.464864;41.4;2019-11-11;2019-11-22
TECO2;7.410879;140.7;2019-11-11;2019-11-22
TGNO4;6.693627;38.7;2019-11-11;2019-11-22
TGSU2;21.228708;92.5;2019-11-11;2019-11-22
TRAN;16.037677;21.2;2019-11-11;2019-11-22
TXAR;134.389831;24.75;2019-11-11;2019-11-22
VALO;64.073386;10.9;2019-11-11;2019-11-22
YPFD;11.311644;709.2;2019-11-11;2019-11-22
