ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;63.143733;98.1;2022-01-03;2022-03-17
BBAR;16.854216;219.35;2022-01-03;2022-03-17
BMA;34.286685;308.1;2022-01-03;2022-03-17
BYMA;2.749015;1271;2022-01-03;2022-03-17
CEPU;100.945764;76.5;2022-01-03;2022-03-17
COME;256.526528;8.37;2022-01-03;2022-03-17
CRES;30.71285;150.1;2022-01-03;2022-03-17
EDN;33.809381;62.2;2022-01-03;2022-03-17
GGAL;98.158249;203.25;2022-01-03;2022-03-17
LOMA;23.318689;229.5;2022-01-03;2022-03-17
MIRG;0.735422;3398;2022-01-03;2022-03-17
PAMP;62.175337;168.95;2022-01-03;2022-03-17
SUPV;24.369462;76.25;2022-01-03;2022-03-17
TECO2;19.425013;202.5;2022-01-03;2022-03-17
TGNO4;7.227353;103.75;2022-01-03;2022-03-17
TGSU2;17.886364;228.35;2022-01-03;2022-03-17
TRAN;17.316462;57.3;2022-01-03;2022-03-17
TXAR;85.283759;131.5;2022-01-03;2022-03-17
VALO;68.962148;36.8;2022-01-03;2022-03-17
YPFD;15.83002;878.85;2022-01-03;2022-03-17
