ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;36.505831;17.85;2018-06-29;2018-08-08
APBR;30.233643;167.2;2018-06-29;2018-08-08
BMA;15.927464;151.6;2018-06-29;2018-08-08
BYMA;3.455635;342.55;2018-06-29;2018-08-08
CEPU;68.615182;30.4;2018-06-29;2018-08-08
COME;71.742177;4.05;2018-06-29;2018-08-08
CRES;14.256229;44.15;2018-06-29;2018-08-08
CVH;5.474266;278.1;2018-06-29;2018-08-08
EDN;19.455452;43.75;2018-06-29;2018-08-08
GGAL;49.168992;92.85;2018-06-29;2018-08-08
METR;7.738417;30.45;2018-06-29;2018-08-08
PAMP;67.091738;40.85;2018-06-29;2018-08-08
SUPV;13.276603;64.7;2018-06-29;2018-08-08
TGNO4;3.982466;51.5;2018-06-29;2018-08-08
TGSU2;17.377135;83.75;2018-06-29;2018-08-08
TRAN;9.541837;46.35;2018-06-29;2018-08-08
TS;2.768107;487.05;2018-06-29;2018-08-08
TXAR;79.957076;13;2018-06-29;2018-08-08
VALO;38.904916;5.06;2018-06-29;2018-08-08
YPFD;8.006531;427.8;2018-06-29;2018-08-08
