ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
AGRO;4.71832;53.5;2024-06-06;2024-06-06
ALUA;6.678561;920.5;2024-06-06;2024-06-06
BBAR;1.78263;4094.15;2024-06-06;2024-06-06
BMA;2.134908;7503.25;2024-06-06;2024-06-06
BYMA;22.158077;314.5;2024-06-06;2024-06-06
CEPU;11.835074;1130.3;2024-06-06;2024-06-06
COME;27.132199;144.9;2024-06-06;2024-06-06
CRES;3.119743;1053.5;2024-06-06;2024-06-06
EDN;3.581488;1026.9;2024-06-06;2024-06-06
GGAL;10.381962;4048.15;2024-06-06;2024-06-06
IRSA;2.556024;1245.8;2024-06-06;2024-06-06
LOMA;2.429182;1837.5;2024-06-06;2024-06-06
PAMP;8.896824;2276.5;2024-06-06;2024-06-06
SUPV;2.658078;1610.35;2024-06-06;2024-06-06
TECO2;2.200588;1945.6;2024-06-06;2024-06-06
TGNO4;0.764419;2663.5;2024-06-06;2024-06-06
TGSU2;3.023487;4467.1;2024-06-06;2024-06-06
TRAN;1.831521;1531;2024-06-06;2024-06-06
TXAR;14.706201;924;2024-06-06;2024-06-06
YPFD;1.569517;26191.15;2024-06-06;2024-06-06
