ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;61.077939;25;2019-10-11;2019-10-11
BBAR;15.5383;102.1;2019-10-11;2019-10-11
BMA;26.042209;186.55;2019-10-11;2019-10-11
BYMA;5.686579;222;2019-10-11;2019-10-11
CEPU;114.128937;21.2;2019-10-11;2019-10-11
COME;190.969426;1.59;2019-10-11;2019-10-11
CRES;23.056683;37.65;2019-10-11;2019-10-11
CVH;2.737941;181;2019-10-11;2019-10-11
EDN;30.61024;24.05;2019-10-11;2019-10-11
GGAL;86.86033;90.3;2019-10-11;2019-10-11
LOMA;8.763858;82.2;2019-10-11;2019-10-11
PAMP;104.652052;46.8;2019-10-11;2019-10-11
SUPV;22.362298;43;2019-10-11;2019-10-11
TECO2;7.377044;150.7;2019-10-11;2019-10-11
TGNO4;6.663067;50.9;2019-10-11;2019-10-11
TGSU2;21.131786;114;2019-10-11;2019-10-11
TRAN;15.964456;22.45;2019-10-11;2019-10-11
TXAR;133.776259;17;2019-10-11;2019-10-11
VALO;63.780851;7.17;2019-10-11;2019-10-11
YPFD;11.26;645.85;2019-10-11;2019-10-11
