ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;63.858696;53.5;2020-11-16;2020-11-27
BBAR;16.626411;175.1;2020-11-16;2020-11-27
BMA;33.752022;258.9;2020-11-16;2020-11-27
BYMA;5.767845;608;2020-11-16;2020-11-27
CEPU;67.955565;39;2020-11-16;2020-11-27
COME;252.998252;2.62;2020-11-16;2020-11-27
CRES;26.195824;58;2020-11-16;2020-11-27
EDN;30.277657;27.4;2020-11-16;2020-11-27
GGAL;92.920087;136.1;2020-11-16;2020-11-27
LOMA;23.668608;172;2020-11-16;2020-11-27
MIRG;1.358028;1312;2020-11-16;2020-11-27
MORI;2.906916;16.9;2020-11-16;2020-11-27
PAMP;85.931141;82.9;2020-11-16;2020-11-27
SUPV;24.034165;62.7;2020-11-16;2020-11-27
TECO2;10.145997;239.35;2020-11-16;2020-11-27
TGNO4;7.127912;46.45;2020-11-16;2020-11-27
TGSU2;12.57212;165.35;2020-11-16;2020-11-27
TXAR;55.763335;53.3;2020-11-16;2020-11-27
VALO;68.025417;28.65;2020-11-16;2020-11-27
YPFD;15.555436;812.65;2020-11-16;2020-11-27
