ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;7.883574;725;2025-06-27;2025-07-04
BBAR;2.104271;6670;2025-06-27;2025-07-04
BMA;2.412767;8580;2025-06-27;2025-07-04
BYMA;54.077002;194.25;2025-06-27;2025-07-04
CEPU;11.909766;1425;2025-06-27;2025-07-04
COME;32.027654;119;2025-06-27;2025-07-04
CRES;3.777585;1365;2025-06-27;2025-07-04
EDN;1.733264;1630;2025-06-27;2025-07-04
GGAL;8.57511;6250;2025-06-27;2025-07-04
LOMA;2.867479;2820;2025-06-27;2025-07-04
METR;1.753364;1980;2025-06-27;2025-07-04
PAMP;10.858411;3620;2025-06-27;2025-07-04
SUPV;2.676184;2640;2025-06-27;2025-07-04
TECO2;2.470299;2200;2025-06-27;2025-07-04
TGNO4;0.902344;2970;2025-06-27;2025-07-04
TGSU2;2.768236;6760;2025-06-27;2025-07-04
TRAN;2.161983;2225;2025-06-27;2025-07-04
TXAR;17.359638;647;2025-06-27;2025-07-04
VALO;8.60036;345;2025-06-27;2025-07-04
YPFD;1.731884;39975;2025-06-27;2025-07-04
