ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;7.2613;873;2025-01-27;2025-03-28
BBAR;1.938174;8130;2025-01-27;2025-03-28
BMA;2.762544;10200;2025-01-27;2025-03-28
BYMA;24.930467;446.5;2025-01-27;2025-03-28
CEPU;11.775447;1510;2025-01-27;2025-03-28
COME;29.499618;184.25;2025-01-27;2025-03-28
CRES;3.418782;1495;2025-01-27;2025-03-28
EDN;3.894743;2050;2025-01-27;2025-03-28
GGAL;9.89907;7310;2025-01-27;2025-03-28
IRSA;2.970928;1715;2025-01-27;2025-03-28
LOMA;2.64114;2845;2025-01-27;2025-03-28
METR;1.614966;2120;2025-01-27;2025-03-28
PAMP;9.734993;4145;2025-01-27;2025-03-28
SUPV;2.609265;3555;2025-01-27;2025-03-28
TGNO4;0.831119;3505;2025-01-27;2025-03-28
TGSU2;2.797495;7120;2025-01-27;2025-03-28
TRAN;1.99133;2105;2025-01-27;2025-03-28
TXAR;15.98939;800;2025-01-27;2025-03-28
VALO;7.921508;319.5;2025-01-27;2025-03-28
YPFD;1.466164;46875;2025-01-27;2025-03-28
