ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;63.143733;98.1;2022-01-03;2022-02-15
BBAR;16.854216;230.05;2022-01-03;2022-02-15
BMA;34.286685;293.05;2022-01-03;2022-02-15
BYMA;2.749015;1172;2022-01-03;2022-02-15
CEPU;100.945764;72;2022-01-03;2022-02-15
COME;256.526528;6.34;2022-01-03;2022-02-15
CRES;30.71285;119.65;2022-01-03;2022-02-15
EDN;33.809381;64.3;2022-01-03;2022-02-15
GGAL;98.158249;196.7;2022-01-03;2022-02-15
LOMA;23.318689;274.35;2022-01-03;2022-02-15
MIRG;0.735422;3455.5;2022-01-03;2022-02-15
PAMP;62.175337;169.3;2022-01-03;2022-02-15
SUPV;24.369462;80.95;2022-01-03;2022-02-15
TECO2;19.425013;233.35;2022-01-03;2022-02-15
TGNO4;7.227353;97.7;2022-01-03;2022-02-15
TGSU2;17.886364;208.1;2022-01-03;2022-02-15
TRAN;17.316462;57.6;2022-01-03;2022-02-15
TXAR;85.283759;126;2022-01-03;2022-02-15
VALO;68.962148;35.2;2022-01-03;2022-02-15
YPFD;15.83002;881.2;2022-01-03;2022-02-15
