ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;35.970298;16.65;2018-12-28;2019-03-21
APBR;22.20252;348.8;2018-12-28;2019-03-21
BMA;18.666181;209.95;2018-12-28;2019-03-21
BYMA;3.40485;326.5;2018-12-28;2019-03-21
CEPU;67.213333;39.55;2018-12-28;2019-03-21
COME;66.156823;3.32;2018-12-28;2019-03-21
CRES;13.492703;51.15;2018-12-28;2019-03-21
CVH;4.226709;232;2018-12-28;2019-03-21
EDN;18.638313;49.6;2018-12-28;2019-03-21
BBAR;9.150887;143.25;2018-12-28;2019-03-21
GGAL;51.154181;115.4;2018-12-28;2019-03-21
PAMP;67.12441;50.8;2018-12-28;2019-03-21
SUPV;13.081838;58.6;2018-12-28;2019-03-21
TGNO4;8.54115;67.8;2018-12-28;2019-03-21
TGSU2;16.720445;117;2018-12-28;2019-03-21
TRAN;9.40186;49.8;2018-12-28;2019-03-21
TS;4.752697;589.95;2018-12-28;2019-03-21
TXAR;78.784123;14.5;2018-12-28;2019-03-21
VALO;38.092295;6.43;2018-12-28;2019-03-21
YPFD;8.13786;593.5;2018-12-28;2019-03-21
