ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;62.135088;32.1;2020-01-02;2020-02-04
BBAR;15.80724;132.55;2020-01-02;2020-02-04
BMA;19.38036;274.95;2020-01-02;2020-02-04
BYMA;5.770192;264.5;2020-01-02;2020-02-04
CEPU;92.966275;32;2020-01-02;2020-02-04
COME;194.274761;2.4;2020-01-02;2020-02-04
CRES;23.181593;46.8;2020-01-02;2020-02-04
EDN;29.384358;22.8;2020-01-02;2020-02-04
GGAL;88.363725;126.3;2020-01-02;2020-02-04
LOMA;7.844304;122.65;2020-01-02;2020-02-04
MIRG;1.825883;839.5;2020-01-02;2020-02-04
PAMP;99.451921;46.9;2020-01-02;2020-02-04
SUPV;22.749348;53.6;2020-01-02;2020-02-04
TECO2;6.427458;196;2020-01-02;2020-02-04
TGNO4;6.778393;39.45;2020-01-02;2020-02-04
TGSU2;29.267;106.35;2020-01-02;2020-02-04
TRAN;16.240772;29.3;2020-01-02;2020-02-04
TXAR;134.683862;23;2020-01-02;2020-02-04
VALO;64.765829;15;2020-01-02;2020-02-04
YPFD;13.303519;812.95;2020-01-02;2020-02-04
