ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;67.915258;146.5;2022-07-11;2022-07-27
BBAR;18.127823;274.85;2022-07-11;2022-07-27
BMA;35.830548;384.55;2022-07-11;2022-07-27
BYMA;2.461968;222;2022-07-11;2022-07-27
CEPU;102.453983;117.55;2022-07-11;2022-07-27
COME;275.91123;16.25;2022-07-11;2022-07-27
CRES;23.790204;183.5;2022-07-11;2022-07-27
EDN;36.364224;79;2022-07-11;2022-07-27
GGAL;105.575682;225.65;2022-07-11;2022-07-27
LOMA;24.872348;343.85;2022-07-11;2022-07-27
MIRG;0.786258;4109;2022-07-11;2022-07-27
PAMP;68.250802;298.15;2022-07-11;2022-07-27
SUPV;26.210966;106.1;2022-07-11;2022-07-27
TECO2;13.309765;283;2022-07-11;2022-07-27
TGNO4;7.773495;113.5;2022-07-11;2022-07-27
TGSU2;17.528204;351.15;2022-07-11;2022-07-27
TRAN;18.624998;74.8;2022-07-11;2022-07-27
TXAR;111.18561;175.25;2022-07-11;2022-07-27
VALO;73.832329;54.7;2022-07-11;2022-07-27
YPFD;17.026233;1127.45;2022-07-11;2022-07-27
