ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;35.970298;18.45;2018-12-28;2019-01-24
APBR;22.20252;290.7;2018-12-28;2019-01-24
BMA;18.666181;204.6;2018-12-28;2019-01-24
BYMA;3.40485;386;2018-12-28;2019-01-24
CEPU;67.213333;37.65;2018-12-28;2019-01-24
COME;66.156823;3.55;2018-12-28;2019-01-24
CRES;13.492703;48.95;2018-12-28;2019-01-24
CVH;4.226709;268;2018-12-28;2019-01-24
EDN;18.638313;50.95;2018-12-28;2019-01-24
BBAR;9.150887;159.25;2018-12-28;2019-01-24
GGAL;51.154181;124.9;2018-12-28;2019-01-24
PAMP;67.12441;52.6;2018-12-28;2019-01-24
SUPV;13.081838;70.25;2018-12-28;2019-01-24
TGNO4;8.54115;65.1;2018-12-28;2019-01-24
TGSU2;16.720445;123.4;2018-12-28;2019-01-24
TRAN;9.40186;57.1;2018-12-28;2019-01-24
TS;4.752697;452.6;2018-12-28;2019-01-24
TXAR;78.784123;15.25;2018-12-28;2019-01-24
VALO;38.092295;6.22;2018-12-28;2019-01-24
YPFD;8.13786;591.95;2018-12-28;2019-01-24
