ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;38.926835;16;2019-05-22;2019-06-24
APBR;21.333737;351.3;2019-05-22;2019-06-24
BMA;20.000488;286.9;2019-05-22;2019-06-24
BYMA;3.677548;361;2019-05-22;2019-06-24
CEPU;72.737851;36.6;2019-05-22;2019-06-24
COME;71.59452;3.06;2019-05-22;2019-06-24
CRES;14.356178;45;2019-05-22;2019-06-24
CVH;3.919998;249.5;2019-05-22;2019-06-24
EDN;19.87476;39.95;2019-05-22;2019-06-24
BBAR;9.903032;156.15;2019-05-22;2019-06-24
GGAL;55.358739;145.7;2019-05-22;2019-06-24
PAMP;72.786229;57.15;2019-05-22;2019-06-24
SUPV;14.252175;63.05;2019-05-22;2019-06-24
TGNO4;9.243181;70;2019-05-22;2019-06-24
TGSU2;18.155917;124.05;2019-05-22;2019-06-24
TRAN;10.174636;41.25;2019-05-22;2019-06-24
TS;4.506847;544.4;2019-05-22;2019-06-24
TXAR;85.25969;12.65;2019-05-22;2019-06-24
VALO;41.052947;7.29;2019-05-22;2019-06-24
YPFD;7.043325;771.7;2019-05-22;2019-06-24
