ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;63.383222;366.5;2023-05-29;2023-05-29
BBAR;16.918139;729.8;2023-05-29;2023-05-29
BMA;32.698793;871.5;2023-05-29;2023-05-29
BYMA;37.56743;389;2023-05-29;2023-05-29
CEPU;91.769621;332.5;2023-05-29;2023-05-29
COME;257.499477;30.8;2023-05-29;2023-05-29
CRES;28.85027;340.35;2023-05-29;2023-05-29
EDN;33.949182;222.75;2023-05-29;2023-05-29
GGAL;98.530543;567.65;2023-05-29;2023-05-29
LOMA;23.070044;628.95;2023-05-29;2023-05-29
MIRG;0.72746;7696;2023-05-29;2023-05-29
PAMP;79.945955;740.15;2023-05-29;2023-05-29
SUPV;23.167251;212.3;2023-05-29;2023-05-29
TECO2;26.609334;479.9;2023-05-29;2023-05-29
TGNO4;7.254765;738.5;2023-05-29;2023-05-29
TGSU2;28.3363;1254.25;2023-05-29;2023-05-29
TRAN;17.38214;297;2023-05-29;2023-05-29
TXAR;104.783006;399;2023-05-29;2023-05-29
VALO;69.020419;103.25;2023-05-29;2023-05-29
YPFD;15.750636;5627.25;2023-05-29;2023-05-29
