ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;8.612636;1121;2025-11-11;2025-11-14
BBAR;2.298868;7845;2025-11-11;2025-11-14
BMA;3.154372;12390;2025-11-11;2025-11-14
BYMA;59.14011;292.5;2025-11-11;2025-11-14
CEPU;8.520023;2260;2025-11-11;2025-11-14
COME;78.527;79.9;2025-11-11;2025-11-14
CRES;3.095202;1758;2025-11-11;2025-11-14
EDN;1.893557;2432;2025-11-11;2025-11-14
GGAL;11.216792;7905;2025-11-11;2025-11-14
LOMA;3.132659;3562.5;2025-11-11;2025-11-14
METR;1.915512;2510;2025-11-11;2025-11-14
PAMP;11.125248;5370;2025-11-11;2025-11-14
SUPV;3.094853;3467.5;2025-11-11;2025-11-14
TECO2;1.736209;3702.5;2025-11-11;2025-11-14
TGNO4;0.985792;4377.5;2025-11-11;2025-11-14
TGSU2;2.07233;9210;2025-11-11;2025-11-14
TRAN;2.36192;3490;2025-11-11;2025-11-14
TXAR;18.965034;825.5;2025-11-11;2025-11-14
VALO;11.184349;452.25;2025-11-11;2025-11-14
YPFD;1.439442;58150;2025-11-11;2025-11-14
