ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;6.23426;1007;2024-01-09;2024-01-19
BBAR;1.664037;2278.65;2024-01-09;2024-01-19
BMA;3.100274;3712.55;2024-01-09;2024-01-19
BYMA;4.280859;1094.5;2024-01-09;2024-01-19
CEPU;9.591599;1192.6;2024-01-09;2024-01-19
COME;25.327186;87.85;2024-01-09;2024-01-19
CRES;2.860165;1174.85;2024-01-09;2024-01-19
EDN;3.343224;1294.45;2024-01-09;2024-01-19
GGAL;9.691288;2248.8;2024-01-09;2024-01-19
IRSA;2.460561;1099.3;2024-01-09;2024-01-19
LOMA;2.267577;1792.7;2024-01-09;2024-01-19
PAMP;8.240163;2490.95;2024-01-09;2024-01-19
SUPV;2.487336;1032.9;2024-01-09;2024-01-19
TECO2;2.519698;1932.7;2024-01-09;2024-01-19
TGNO4;0.713566;2388.5;2024-01-09;2024-01-19
TGSU2;2.822345;3756;2024-01-09;2024-01-19
TRAN;1.709676;1399;2024-01-09;2024-01-19
TXAR;13.727848;955;2024-01-09;2024-01-19
VALO;6.801089;279.5;2024-01-09;2024-01-19
YPFD;1.549205;20175.2;2024-01-09;2024-01-19
