ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;7.257802;871;2025-01-02;2025-01-23
BBAR;1.93724;9150;2025-01-02;2025-01-23
BMA;2.761213;12650;2025-01-02;2025-01-23
BYMA;24.918458;519;2025-01-02;2025-01-23
CEPU;11.769775;1670;2025-01-02;2025-01-23
COME;29.485408;240.75;2025-01-02;2025-01-23
CRES;3.417135;1500;2025-01-02;2025-01-23
EDN;3.892867;2170;2025-01-02;2025-01-23
GGAL;9.894302;8350;2025-01-02;2025-01-23
IRSA;2.969497;1845;2025-01-02;2025-01-23
LOMA;2.639868;2720;2025-01-02;2025-01-23
METR;1.614188;2680;2025-01-02;2025-01-23
PAMP;9.730304;4175;2025-01-02;2025-01-23
SUPV;2.608008;4095;2025-01-02;2025-01-23
TGNO4;0.830719;3855;2025-01-02;2025-01-23
TGSU2;2.796147;7020;2025-01-02;2025-01-23
TRAN;1.990371;2685;2025-01-02;2025-01-23
TXAR;15.981688;827;2025-01-02;2025-01-23
VALO;7.917692;458;2025-01-02;2025-01-23
YPFD;1.465458;50050;2025-01-02;2025-01-23
