ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;64.026921;50.1;2020-08-24;2020-08-24
BBAR;16.292535;144.5;2020-08-24;2020-08-24
BMA;26.509177;243.75;2020-08-24;2020-08-24
BYMA;6.027362;495;2020-08-24;2020-08-24
CEPU;85.921043;31.5;2020-08-24;2020-08-24
COME;200.189866;2.86;2020-08-24;2020-08-24
CRES;25.615255;44.5;2020-08-24;2020-08-24
CVH;2.669259;376;2020-08-24;2020-08-24
GGAL;91.054145;135.2;2020-08-24;2020-08-24
LOMA;18.755399;128.45;2020-08-24;2020-08-24
MIRG;1.6798;1117.5;2020-08-24;2020-08-24
PAMP;93.392315;58.25;2020-08-24;2020-08-24
SUPV;23.551531;66.2;2020-08-24;2020-08-24
TECO2;7.854211;186.9;2020-08-24;2020-08-24
TGNO4;6.984776;44.35;2020-08-24;2020-08-24
TGSU2;15.809485;128.9;2020-08-24;2020-08-24
TRAN;16.735256;25.95;2020-08-24;2020-08-24
TXAR;66.98404;39.3;2020-08-24;2020-08-24
VALO;66.653312;25;2020-08-24;2020-08-24
YPFD;15.243066;715.7;2020-08-24;2020-08-24
