ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;65.895946;213;2023-01-05;2023-01-27
BBAR;17.588831;569;2023-01-05;2023-01-27
BMA;31.592436;803.35;2023-01-05;2023-01-27
BYMA;45.151323;296.5;2023-01-05;2023-01-27
CEPU;69.275407;238.15;2023-01-05;2023-01-27
COME;267.707616;21;2023-01-05;2023-01-27
CRES;30.686134;266;2023-01-05;2023-01-27
EDN;35.29504;180.9;2023-01-05;2023-01-27
GGAL;102.436622;488.45;2023-01-05;2023-01-27
LOMA;23.920876;533.2;2023-01-05;2023-01-27
MIRG;0.756299;5333.5;2023-01-05;2023-01-27
PAMP;72.631648;501.2;2023-01-05;2023-01-27
SUPV;24.365714;201.2;2023-01-05;2023-01-27
TECO2;24.066709;483.05;2023-01-05;2023-01-27
TGNO4;7.542368;436;2023-01-05;2023-01-27
TGSU2;18.617102;827.25;2023-01-05;2023-01-27
TRAN;18.071226;247;2023-01-05;2023-01-27
TXAR;109.985513;284.5;2023-01-05;2023-01-27
VALO;71.756616;87.7;2023-01-05;2023-01-27
YPFD;16.375044;4258.1;2023-01-05;2023-01-27
