ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;8.87062;1022;2026-01-02;2026-01-05
BBAR;2.088227;9400;2026-01-02;2026-01-05
BMA;2.632136;14060;2026-01-02;2026-01-05
BYMA;60.745664;317.75;2026-01-02;2026-01-05
CEPU;7.958596;2657.5;2026-01-02;2026-01-05
COME;80.879212;59.5;2026-01-02;2026-01-05
CRES;2.965157;1893;2026-01-02;2026-01-05
EDN;1.950275;2305;2026-01-02;2026-01-05
GGAL;10.842126;8515;2026-01-02;2026-01-05
IRSA;1.991873;2480;2026-01-02;2026-01-05
LOMA;3.2265;4017.5;2026-01-02;2026-01-05
METR;1.972891;2483;2026-01-02;2026-01-05
PAMP;11.916466;5365;2026-01-02;2026-01-05
SUPV;3.187556;3677.5;2026-01-02;2026-01-05
TGNO4;1.01532;4667.5;2026-01-02;2026-01-05
TGSU2;2.127929;9405;2026-01-02;2026-01-05
TRAN;2.432668;3390;2026-01-02;2026-01-05
TXAR;19.533116;725.5;2026-01-02;2026-01-05
VALO;11.519365;549;2026-01-02;2026-01-05
YPFD;1.628305;55275;2026-01-02;2026-01-05
