ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;62.135088;32.5;2020-01-02;2020-01-22
BBAR;15.80724;146.6;2020-01-02;2020-01-22
BMA;19.38036;275.15;2020-01-02;2020-01-22
BYMA;5.770192;303;2020-01-02;2020-01-22
CEPU;92.966275;33.1;2020-01-02;2020-01-22
COME;194.274761;2.56;2020-01-02;2020-01-22
CRES;23.181593;50.55;2020-01-02;2020-01-22
EDN;29.384358;23.55;2020-01-02;2020-01-22
GGAL;88.363725;124.6;2020-01-02;2020-01-22
LOMA;7.844304;119.7;2020-01-02;2020-01-22
MIRG;1.825883;890;2020-01-02;2020-01-22
PAMP;99.451921;48.35;2020-01-02;2020-01-22
SUPV;22.749348;53.65;2020-01-02;2020-01-22
TECO2;6.427458;191.5;2020-01-02;2020-01-22
TGNO4;6.778393;44.3;2020-01-02;2020-01-22
TGSU2;29.267;106.05;2020-01-02;2020-01-22
TRAN;16.240772;30;2020-01-02;2020-01-22
TXAR;134.683862;25.4;2020-01-02;2020-01-22
VALO;64.765829;14.4;2020-01-02;2020-01-22
YPFD;13.303519;825.45;2020-01-02;2020-01-22
