ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;6.23426;716.5;2024-01-09;2024-03-11
BBAR;1.664037;2383.35;2024-01-09;2024-03-11
BMA;3.100274;3967.2;2024-01-09;2024-03-11
BYMA;4.280859;1006;2024-01-09;2024-03-11
CEPU;9.591599;788.8;2024-01-09;2024-03-11
COME;25.327186;90.95;2024-01-09;2024-03-11
CRES;2.860165;803.75;2024-01-09;2024-03-11
EDN;3.343224;801.3;2024-01-09;2024-03-11
GGAL;9.691288;2221.75;2024-01-09;2024-03-11
IRSA;2.460561;781.45;2024-01-09;2024-03-11
LOMA;2.267577;1357.75;2024-01-09;2024-03-11
PAMP;8.240163;1604.15;2024-01-09;2024-03-11
SUPV;2.487336;898.6;2024-01-09;2024-03-11
TECO2;2.519698;1333.8;2024-01-09;2024-03-11
TGNO4;0.713566;1497;2024-01-09;2024-03-11
TGSU2;2.822345;2463.55;2024-01-09;2024-03-11
TRAN;1.709676;897;2024-01-09;2024-03-11
TXAR;13.727848;712.5;2024-01-09;2024-03-11
VALO;6.801089;230.25;2024-01-09;2024-03-11
YPFD;1.549205;17727.55;2024-01-09;2024-03-11
