ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;8.896383;844;2026-03-05;2026-03-12
BBAR;2.094292;6990;2026-03-05;2026-03-12
BMA;2.63978;10310;2026-03-05;2026-03-12
BYMA;60.92209;306;2026-03-05;2026-03-12
CEPU;7.98171;2271;2026-03-05;2026-03-12
COME;81.114112;44.15;2026-03-05;2026-03-12
CRES;2.973769;1733;2026-03-05;2026-03-12
EDN;1.95594;2001;2026-03-05;2026-03-12
GGAL;10.873615;6295;2026-03-05;2026-03-12
IRSA;1.997659;2180;2026-03-05;2026-03-12
LOMA;3.235869;3000;2026-03-05;2026-03-12
METR;1.978621;2068;2026-03-05;2026-03-12
PAMP;11.951076;4802.5;2026-03-05;2026-03-12
SUPV;3.196814;2587.5;2026-03-05;2026-03-12
TGNO4;1.01827;4407.5;2026-03-05;2026-03-12
TGSU2;2.13411;8970;2026-03-05;2026-03-12
TRAN;2.439732;4217.5;2026-03-05;2026-03-12
TXAR;19.589847;645.5;2026-03-05;2026-03-12
VALO;11.552822;576.5;2026-03-05;2026-03-12
YPFD;1.633033;55950;2026-03-05;2026-03-12
