ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;7.2613;787;2025-01-27;2025-04-07
BBAR;1.938174;6700;2025-01-27;2025-04-07
BMA;2.762544;8750;2025-01-27;2025-04-07
BYMA;24.930467;428.5;2025-01-27;2025-04-07
CEPU;11.775447;1295;2025-01-27;2025-04-07
COME;29.499618;147;2025-01-27;2025-04-07
CRES;3.418782;1350;2025-01-27;2025-04-07
EDN;3.894743;1720;2025-01-27;2025-04-07
GGAL;9.89907;6160;2025-01-27;2025-04-07
IRSA;2.970928;1590;2025-01-27;2025-04-07
LOMA;2.64114;2460;2025-01-27;2025-04-07
METR;1.614966;1640;2025-01-27;2025-04-07
PAMP;9.734993;3510;2025-01-27;2025-04-07
SUPV;2.609265;2865;2025-01-27;2025-04-07
TGNO4;0.831119;2860;2025-01-27;2025-04-07
TGSU2;2.797495;5930;2025-01-27;2025-04-07
TRAN;1.99133;1690;2025-01-27;2025-04-07
TXAR;15.98939;710;2025-01-27;2025-04-07
VALO;7.921508;278.5;2025-01-27;2025-04-07
YPFD;1.466164;38600;2025-01-27;2025-04-07
