ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;65.155205;92.6;2022-05-13;2022-05-30
BBAR;17.391114;222.35;2022-05-13;2022-05-30
BMA;34.374406;352.15;2022-05-13;2022-05-30
BYMA;2.361915;1230;2022-05-13;2022-05-30
CEPU;98.290288;80.95;2022-05-13;2022-05-30
COME;264.698294;9.82;2022-05-13;2022-05-30
CRES;22.823379;151.85;2022-05-13;2022-05-30
EDN;34.886394;61.3;2022-05-13;2022-05-30
GGAL;101.285124;197.95;2022-05-13;2022-05-30
LOMA;23.861544;254.7;2022-05-13;2022-05-30
MIRG;0.754304;3122.5;2022-05-13;2022-05-30
PAMP;65.477113;199.55;2022-05-13;2022-05-30
SUPV;25.145762;78.4;2022-05-13;2022-05-30
TECO2;12.768861;230.3;2022-05-13;2022-05-30
TGNO4;7.457583;100;2022-05-13;2022-05-30
TGSU2;16.815864;283.4;2022-05-13;2022-05-30
TRAN;17.868086;55.9;2022-05-13;2022-05-30
TXAR;106.667064;115.25;2022-05-13;2022-05-30
VALO;70.83181;36.45;2022-05-13;2022-05-30
YPFD;16.334294;972.5;2022-05-13;2022-05-30
