ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;66.011109;312.5;2023-04-17;2023-04-25
BBAR;17.61957;683.7;2023-04-17;2023-04-25
BMA;31.647648;841.55;2023-04-17;2023-04-25
BYMA;45.230232;352;2023-04-17;2023-04-25
CEPU;69.396476;289.25;2023-04-17;2023-04-25
COME;268.175475;28.3;2023-04-17;2023-04-25
CRES;30.739762;297;2023-04-17;2023-04-25
EDN;35.356723;204.3;2023-04-17;2023-04-25
GGAL;102.615645;540.95;2023-04-17;2023-04-25
LOMA;23.962681;588.7;2023-04-17;2023-04-25
MIRG;0.757621;5609;2023-04-17;2023-04-25
PAMP;72.758582;647;2023-04-17;2023-04-25
SUPV;24.408297;211.1;2023-04-17;2023-04-25
TECO2;24.108769;467.9;2023-04-17;2023-04-25
TGNO4;7.55555;536.5;2023-04-17;2023-04-25
TGSU2;18.649638;1009.75;2023-04-17;2023-04-25
TRAN;18.102808;245;2023-04-17;2023-04-25
TXAR;110.177729;343.5;2023-04-17;2023-04-25
VALO;71.882021;87.2;2023-04-17;2023-04-25
YPFD;16.403662;5401.8;2023-04-17;2023-04-25
