ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;8.575996;645;2025-09-25;2025-09-25
BBAR;2.289089;4347.5;2025-09-25;2025-09-25
BMA;3.140953;6600;2025-09-25;2025-09-25
BYMA;58.888517;176.75;2025-09-25;2025-09-25
CEPU;8.483777;1316;2025-09-25;2025-09-25
COME;78.192932;33.15;2025-09-25;2025-09-25
CRES;3.082034;1318;2025-09-25;2025-09-25
EDN;1.885501;1243;2025-09-25;2025-09-25
GGAL;11.169072;4282.5;2025-09-25;2025-09-25
LOMA;3.119332;2192;2025-09-25;2025-09-25
METR;1.907364;1478;2025-09-25;2025-09-25
PAMP;11.077918;3572.5;2025-09-25;2025-09-25
SUPV;3.081687;1641;2025-09-25;2025-09-25
TECO2;1.728823;2085;2025-09-25;2025-09-25
TGNO4;0.981598;2485;2025-09-25;2025-09-25
TGSU2;2.063515;6325;2025-09-25;2025-09-25
TRAN;2.351872;1989;2025-09-25;2025-09-25
TXAR;18.884353;554.5;2025-09-25;2025-09-25
VALO;11.136768;300.75;2025-09-25;2025-09-25
YPFD;1.433319;37600;2025-09-25;2025-09-25
