ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;64.026921;44.6;2020-08-24;2020-09-22
BBAR;16.292535;121.35;2020-08-24;2020-09-22
BMA;26.509177;205.3;2020-08-24;2020-09-22
BYMA;6.027362;490;2020-08-24;2020-09-22
CEPU;85.921043;28.6;2020-08-24;2020-09-22
COME;200.189866;2.67;2020-08-24;2020-09-22
CRES;25.615255;39.45;2020-08-24;2020-09-22
CVH;2.669259;354.5;2020-08-24;2020-09-22
GGAL;91.054145;104.45;2020-08-24;2020-09-22
LOMA;18.755399;119;2020-08-24;2020-09-22
MIRG;1.6798;1122;2020-08-24;2020-09-22
PAMP;93.392315;60.4;2020-08-24;2020-09-22
SUPV;23.551531;51.15;2020-08-24;2020-09-22
TECO2;7.854211;195.3;2020-08-24;2020-09-22
TGNO4;6.984776;32.95;2020-08-24;2020-09-22
TGSU2;15.809485;118.1;2020-08-24;2020-09-22
TRAN;16.735256;23.4;2020-08-24;2020-09-22
TXAR;66.98404;36;2020-08-24;2020-09-22
VALO;66.653312;20.35;2020-08-24;2020-09-22
YPFD;15.243066;559.45;2020-08-24;2020-09-22
