ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;64.439722;40.05;2020-06-16;2020-06-22
BBAR;16.393543;137.55;2020-06-16;2020-06-22
BMA;18.026172;217.55;2020-06-16;2020-06-22
BYMA;6.085515;385.5;2020-06-16;2020-06-22
CEPU;85.217228;28.8;2020-06-16;2020-06-22
COME;201.487049;2.24;2020-06-16;2020-06-22
CRES;25.032139;36.3;2020-06-16;2020-06-22
EDN;30.424401;21.8;2020-06-16;2020-06-22
GGAL;91.641198;110.15;2020-06-16;2020-06-22
LOMA;10.643298;95.1;2020-06-16;2020-06-22
MIRG;2.606386;831.5;2020-06-16;2020-06-22
PAMP;97.071075;44.4;2020-06-16;2020-06-22
SUPV;23.593137;50.45;2020-06-16;2020-06-22
TECO2;4.072842;196.85;2020-06-16;2020-06-22
TGNO4;7.029809;33.15;2020-06-16;2020-06-22
TGSU2;26.117555;120.9;2020-06-16;2020-06-22
TRAN;16.843153;24.05;2020-06-16;2020-06-22
TXAR;102.763246;36.3;2020-06-16;2020-06-22
VALO;67.241253;22.4;2020-06-16;2020-06-22
YPFD;15.341342;608.65;2020-06-16;2020-06-22
