ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;63.858696;50.1;2020-11-16;2020-12-10
BBAR;16.626411;160.85;2020-11-16;2020-12-10
BMA;33.752022;236.15;2020-11-16;2020-12-10
BYMA;5.767845;605;2020-11-16;2020-12-10
CEPU;67.955565;38.9;2020-11-16;2020-12-10
COME;252.998252;2.63;2020-11-16;2020-12-10
CRES;26.195824;58.55;2020-11-16;2020-12-10
EDN;30.277657;26.25;2020-11-16;2020-12-10
GGAL;92.920087;129.75;2020-11-16;2020-12-10
LOMA;23.668608;167.7;2020-11-16;2020-12-10
MIRG;1.358028;1401.5;2020-11-16;2020-12-10
MORI;2.906916;16.3;2020-11-16;2020-12-10
PAMP;85.931141;81.1;2020-11-16;2020-12-10
SUPV;24.034165;58.6;2020-11-16;2020-12-10
TECO2;10.145997;234.95;2020-11-16;2020-12-10
TGNO4;7.127912;43.35;2020-11-16;2020-12-10
TGSU2;12.57212;158.15;2020-11-16;2020-12-10
TXAR;55.763335;54.1;2020-11-16;2020-12-10
VALO;68.025417;28.2;2020-11-16;2020-12-10
YPFD;15.555436;776.95;2020-11-16;2020-12-10
