ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;62.442671;47.25;2021-01-19;2021-02-19
BBAR;15.8894;148.4;2021-01-19;2021-02-19
BMA;32.330747;221.6;2021-01-19;2021-02-19
BYMA;5.878224;623;2021-01-19;2021-02-19
CEPU;68.464339;34.3;2021-01-19;2021-02-19
COME;241.7834;2.6;2021-01-19;2021-02-19
CRES;24.993874;76.3;2021-01-19;2021-02-19
EDN;28.935515;27.85;2021-01-19;2021-02-19
GGAL;88.801145;126.5;2021-01-19;2021-02-19
LOMA;22.619431;176.05;2021-01-19;2021-02-19
MIRG;1.341732;1421.5;2021-01-19;2021-02-19
PAMP;80.304172;85.25;2021-01-19;2021-02-19
SUPV;22.968784;67.15;2021-01-19;2021-02-19
TECO2;13.496041;179.3;2021-01-19;2021-02-19
TGNO4;6.811948;44.6;2021-01-19;2021-02-19
TGSU2;13.235292;149.95;2021-01-19;2021-02-19
TRAN;16.321167;28.25;2021-01-19;2021-02-19
TXAR;81.28825;52.3;2021-01-19;2021-02-19
VALO;65.009976;25.65;2021-01-19;2021-02-19
YPFD;14.878505;640.7;2021-01-19;2021-02-19
