ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;63.858696;50.9;2020-11-16;2020-11-25
BBAR;16.626411;166.4;2020-11-16;2020-11-25
BMA;33.752022;253.05;2020-11-16;2020-11-25
BYMA;5.767845;610;2020-11-16;2020-11-25
CEPU;67.955565;39.05;2020-11-16;2020-11-25
COME;252.998252;2.59;2020-11-16;2020-11-25
CRES;26.195824;58.55;2020-11-16;2020-11-25
EDN;30.277657;26.45;2020-11-16;2020-11-25
GGAL;92.920087;131.15;2020-11-16;2020-11-25
LOMA;23.668608;167.3;2020-11-16;2020-11-25
MIRG;1.358028;1271;2020-11-16;2020-11-25
MORI;2.906916;16.7;2020-11-16;2020-11-25
PAMP;85.931141;83.1;2020-11-16;2020-11-25
SUPV;24.034165;60.8;2020-11-16;2020-11-25
TECO2;10.145997;239.5;2020-11-16;2020-11-25
TGNO4;7.127912;46;2020-11-16;2020-11-25
TGSU2;12.57212;167.05;2020-11-16;2020-11-25
TXAR;55.763335;52.8;2020-11-16;2020-11-25
VALO;68.025417;27.8;2020-11-16;2020-11-25
YPFD;15.555436;771.5;2020-11-16;2020-11-25
