ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;6.23426;994;2024-01-09;2024-02-09
BBAR;1.664037;2238.65;2024-01-09;2024-02-09
BMA;3.100274;3669.7;2024-01-09;2024-02-09
BYMA;4.280859;1149;2024-01-09;2024-02-09
CEPU;9.591599;1042.1;2024-01-09;2024-02-09
COME;25.327186;111.7;2024-01-09;2024-02-09
CRES;2.860165;991.95;2024-01-09;2024-02-09
EDN;3.343224;1102.35;2024-01-09;2024-02-09
GGAL;9.691288;2324.85;2024-01-09;2024-02-09
IRSA;2.460561;983.85;2024-01-09;2024-02-09
LOMA;2.267577;1536.85;2024-01-09;2024-02-09
PAMP;8.240163;2164.35;2024-01-09;2024-02-09
SUPV;2.487336;979;2024-01-09;2024-02-09
TECO2;2.519698;1799.25;2024-01-09;2024-02-09
TGNO4;0.713566;2099;2024-01-09;2024-02-09
TGSU2;2.822345;3276.65;2024-01-09;2024-02-09
TRAN;1.709676;1209.5;2024-01-09;2024-02-09
TXAR;13.727848;920.5;2024-01-09;2024-02-09
VALO;6.801089;267.5;2024-01-09;2024-02-09
YPFD;1.549205;20533.5;2024-01-09;2024-02-09
