ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;62.442671;46.2;2021-01-19;2021-02-25
BBAR;15.8894;138.1;2021-01-19;2021-02-25
BMA;32.330747;204.8;2021-01-19;2021-02-25
BYMA;5.878224;626;2021-01-19;2021-02-25
CEPU;68.464339;32.25;2021-01-19;2021-02-25
COME;241.7834;2.57;2021-01-19;2021-02-25
CRES;24.993874;77.55;2021-01-19;2021-02-25
EDN;28.935515;27.6;2021-01-19;2021-02-25
GGAL;88.801145;115.4;2021-01-19;2021-02-25
LOMA;22.619431;173.85;2021-01-19;2021-02-25
MIRG;1.341732;1514;2021-01-19;2021-02-25
PAMP;80.304172;78.1;2021-01-19;2021-02-25
SUPV;22.968784;56.7;2021-01-19;2021-02-25
TECO2;13.496041;172.95;2021-01-19;2021-02-25
TGNO4;6.811948;42.1;2021-01-19;2021-02-25
TGSU2;13.235292;141;2021-01-19;2021-02-25
TRAN;16.321167;26.7;2021-01-19;2021-02-25
TXAR;81.28825;51.6;2021-01-19;2021-02-25
VALO;65.009976;25.7;2021-01-19;2021-02-25
YPFD;14.878505;646.4;2021-01-19;2021-02-25
