ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;61.207029;34.95;2019-11-01;2019-11-06
BBAR;15.571141;93.9;2019-11-01;2019-11-06
BMA;26.09725;186.5;2019-11-01;2019-11-06
BYMA;5.698598;284.5;2019-11-01;2019-11-06
CEPU;114.370152;27.7;2019-11-01;2019-11-06
COME;191.373046;1.85;2019-11-01;2019-11-06
CRES;23.105414;40.85;2019-11-01;2019-11-06
CVH;2.743727;250;2019-11-01;2019-11-06
EDN;30.674936;20.7;2019-11-01;2019-11-06
GGAL;87.043912;96.65;2019-11-01;2019-11-06
LOMA;8.782381;92.65;2019-11-01;2019-11-06
PAMP;104.873237;49.4;2019-11-01;2019-11-06
SUPV;22.409561;46.95;2019-11-01;2019-11-06
TECO2;7.392635;146.6;2019-11-01;2019-11-06
TGNO4;6.677149;45.25;2019-11-01;2019-11-06
TGSU2;21.176449;122;2019-11-01;2019-11-06
TRAN;15.998197;22.75;2019-11-01;2019-11-06
TXAR;134.058999;23.75;2019-11-01;2019-11-06
VALO;63.915654;9.99;2019-11-01;2019-11-06
YPFD;11.283798;739.45;2019-11-01;2019-11-06
