ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;9.555013;869.5;2026-08-18;2026-08-18
BBAR;2.550408;7835.0;2026-08-18;2026-08-18
BMA;2.67651;11950.0;2026-08-18;2026-08-18
BYMA;62.256148;259.0;2026-08-18;2026-08-18
CEPU;11.24062;2032.0;2026-08-18;2026-08-18
COME;87.119264;39.26;2026-08-18;2026-08-18
CRES;4.136517;1629.0;2026-08-18;2026-08-18
ECOG;2.458223;2745.0;2026-08-18;2026-08-18
EDN;2.100744;1762.0;2026-08-18;2026-08-18
GGAL;13.16861;6650.0;2026-08-18;2026-08-18
LOMA;3.47543;2902.5;2026-08-18;2026-08-18
METR;2.125105;2244.0;2026-08-18;2026-08-18
PAMP;10.611824;4955.0;2026-08-18;2026-08-18
SUPV;4.049449;2451.0;2026-08-18;2026-08-18
TGNO4;1.093654;3187.5;2026-08-18;2026-08-18
TGSU2;2.025956;8725.0;2026-08-18;2026-08-18
TRAN;2.620356;3227.5;2026-08-18;2026-08-18
TXAR;21.04015;695.0;2026-08-18;2026-08-18
VALO;14.309151;557.5;2026-08-18;2026-08-18
YPFD;12.521536;7990.0;2026-08-18;2026-08-18
