ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;6.23426;924;2024-01-09;2024-03-22
BBAR;1.664037;3089.15;2024-01-09;2024-03-22
BMA;3.100274;5680.25;2024-01-09;2024-03-22
BYMA;4.280859;1378;2024-01-09;2024-03-22
CEPU;9.591599;1058.3;2024-01-09;2024-03-22
COME;25.327186;107.65;2024-01-09;2024-03-22
CRES;2.860165;972.95;2024-01-09;2024-03-22
EDN;3.343224;1012.05;2024-01-09;2024-03-22
GGAL;9.691288;2851;2024-01-09;2024-03-22
IRSA;2.460561;1001.6;2024-01-09;2024-03-22
LOMA;2.267577;1580.85;2024-01-09;2024-03-22
PAMP;8.240163;1921.6;2024-01-09;2024-03-22
SUPV;2.487336;1306.85;2024-01-09;2024-03-22
TECO2;2.519698;1727.3;2024-01-09;2024-03-22
TGNO4;0.713566;2054;2024-01-09;2024-03-22
TGSU2;2.822345;3264.65;2024-01-09;2024-03-22
TRAN;1.709676;1199.5;2024-01-09;2024-03-22
TXAR;13.727848;860;2024-01-09;2024-03-22
VALO;6.801089;254;2024-01-09;2024-03-22
YPFD;1.549205;22174.35;2024-01-09;2024-03-22
