ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;64.484652;59.9;2021-05-26;2021-07-23
BBAR;16.40901;184.7;2021-05-26;2021-07-23
BMA;32.257863;246.9;2021-05-26;2021-07-23
BYMA;5.112117;766;2021-05-26;2021-07-23
CEPU;72.422451;40.75;2021-05-26;2021-07-23
COME;249.688895;4.74;2021-05-26;2021-07-23
CRES;25.400803;113.75;2021-05-26;2021-07-23
EDN;29.881756;38.85;2021-05-26;2021-07-23
GGAL;95.541873;144.7;2021-05-26;2021-07-23
LOMA;23.189107;276.3;2021-05-26;2021-07-23
MIRG;0.726689;1960.5;2021-05-26;2021-07-23
PAMP;65.970043;116;2021-05-26;2021-07-23
SUPV;23.719902;68.9;2021-05-26;2021-07-23
TECO2;20.423832;178.9;2021-05-26;2021-07-23
TGNO4;7.034711;55.5;2021-05-26;2021-07-23
TGSU2;14.668309;158.95;2021-05-26;2021-07-23
TRAN;16.854897;34.4;2021-05-26;2021-07-23
TXAR;82.105125;79.2;2021-05-26;2021-07-23
VALO;67.135914;25.45;2021-05-26;2021-07-23
YPFD;15.365058;765.45;2021-05-26;2021-07-23
