ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;6.605125;810;2024-11-05;2024-11-13
BBAR;1.763028;6180;2024-11-05;2024-11-13
BMA;3.101392;9190;2024-11-05;2024-11-13
BYMA;22.677595;335;2024-11-05;2024-11-13
CEPU;12.675445;1520;2024-11-05;2024-11-13
COME;26.833849;246;2024-11-05;2024-11-13
CRES;3.110685;1230;2024-11-05;2024-11-13
EDN;3.542107;1925;2024-11-05;2024-11-13
GGAL;9.766225;6350;2024-11-05;2024-11-13
IRSA;2.593998;1690;2024-11-05;2024-11-13
LOMA;2.40247;2450;2024-11-05;2024-11-13
METR;1.469028;1805;2024-11-05;2024-11-13
PAMP;8.794972;3435;2024-11-05;2024-11-13
SUPV;2.33269;2315;2024-11-05;2024-11-13
TGNO4;0.756014;3560;2024-11-05;2024-11-13
TGSU2;2.990241;5960;2024-11-05;2024-11-13
TRAN;1.811381;2125;2024-11-05;2024-11-13
TXAR;14.54449;790;2024-11-05;2024-11-13
VALO;7.205672;373;2024-11-05;2024-11-13
YPFD;1.613619;35550;2024-11-05;2024-11-13
