ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
AGRO;4.709327;57.3;2024-05-20;2024-06-05
ALUA;6.665832;969;2024-05-20;2024-06-05
BBAR;1.779232;4558.45;2024-05-20;2024-06-05
BMA;2.130839;7877.15;2024-05-20;2024-06-05
BYMA;22.115843;328;2024-05-20;2024-06-05
CEPU;11.812516;1160.95;2024-05-20;2024-06-05
COME;27.080484;151.5;2024-05-20;2024-06-05
CRES;3.113797;1089.85;2024-05-20;2024-06-05
EDN;3.574662;1071.3;2024-05-20;2024-06-05
GGAL;10.362174;4268.85;2024-05-20;2024-06-05
IRSA;2.551152;1290.9;2024-05-20;2024-06-05
LOMA;2.424552;1855.95;2024-05-20;2024-06-05
PAMP;8.879866;2323.95;2024-05-20;2024-06-05
SUPV;2.653012;1688.15;2024-05-20;2024-06-05
TECO2;2.196394;2025.6;2024-05-20;2024-06-05
TGNO4;0.762962;2821.5;2024-05-20;2024-06-05
TGSU2;3.017724;4639.35;2024-05-20;2024-06-05
TRAN;1.82803;1603.5;2024-05-20;2024-06-05
TXAR;14.678171;972;2024-05-20;2024-06-05
YPFD;1.566525;27170.3;2024-05-20;2024-06-05
